hostelid,address,name,city,url
43465,"272-276 Pentonville Road Kings Cross, London",Keystone House Kings Cross,London,https://www.hostelworld.com/hosteldetails.php/Keystone-House-Kings-Cross/London/43465
61178,10-20 Kingsland Road,"The Dictionary Hostel, Shoreditch, London",London,https://www.hostelworld.com/hosteldetails.php/The-Dictionary-Hostel-Shoreditch-London/London/61178
70909,21 Longridge Road,Saint James Backpackers,London,https://www.hostelworld.com/hosteldetails.php/Saint-James-Backpackers/London/70909
523,"45 Queensborough Terrace, Bayswater",Astor Kensington,London,https://www.hostelworld.com/hosteldetails.php/Astor-Kensington/London/523
503,121 Borough High Street,St Christopher's Inn - London Bridge,London,https://www.hostelworld.com/hosteldetails.php/St-Christopher-s-Inn-London-Bridge/London/503
58378,"172 Westminster, Bridge Road",The Walrus Hostel,London,https://www.hostelworld.com/hosteldetails.php/The-Walrus-Hostel/London/58378
100584,"628 - 634 Commercial Road, Limehouse",Via Limehouse,London,https://www.hostelworld.com/hosteldetails.php/Via-Limehouse/London/100584
6996,"14 Noel Street, Soho, W1F 8GJ",YHA London Oxford Street,London,https://www.hostelworld.com/hosteldetails.php/YHA-London-Oxford-Street/London/6996
505,"48-50 Camden High Street, Camden NW1",St Christopher's Camden,London,https://www.hostelworld.com/hosteldetails.php/St-Christopher-s-Camden/London/505
17414,"at Baden Powell House, 65-67 Queen's Gate",MEININGER London Hyde Park,London,https://www.hostelworld.com/hosteldetails.php/MEININGER-London-Hyde-Park/London/17414
91108,"618 Seven Sisters Rd, Seven Sisters",No.8 Seven Sisters,London,https://www.hostelworld.com/hosteldetails.php/No-8-Seven-Sisters/London/91108
18420,"305 High Rd, Willesden",No.8 Willesden Hostel London,London,https://www.hostelworld.com/hosteldetails.php/No-8-Willesden-Hostel-London/London/18420
265813,30 Old Road,Via London,London,https://www.hostelworld.com/hosteldetails.php/Via-London/London/265813
285882,2 Hurdwick Place,The Hurdwick,London,https://www.hostelworld.com/hosteldetails.php/The-Hurdwick/London/285882
73177,23 Inverness Terrace,Gallery Hyde Park,London,https://www.hostelworld.com/hosteldetails.php/Gallery-Hyde-Park/London/73177
48221,6 Daventry Street,Phoenix Hostel,London,https://www.hostelworld.com/hosteldetails.php/Phoenix-Hostel/London/48221
5159,26 Princes Square,Central Hostel,London,https://www.hostelworld.com/hosteldetails.php/Central-Hostel/London/5159
23598,104-108 Bolsover St,YHA London Central,London,https://www.hostelworld.com/hosteldetails.php/YHA-London-Central/London/23598
20976,"28, Hammersmith Broadway, Hammersmith",St Christopher's Hammersmith,London,https://www.hostelworld.com/hosteldetails.php/St-Christopher-s-Hammersmith/London/20976
527,"8\/10 Queens Parade, Queens Road, Hendon Central",London Backpackers,London,https://www.hostelworld.com/hosteldetails.php/London-Backpackers/London/527
48530,"7 Station Rise, London",Blue Skies Hostel,London,https://www.hostelworld.com/hosteldetails.php/Blue-Skies-Hostel/London/48530
62973,"65 Union Street, Borough",Destinations at The Rose & Crown,London,https://www.hostelworld.com/hosteldetails.php/Destinations-at-The-Rose-and-Crown/London/62973
7010,79-81 Euston Road,YHA London St Pancras,London,https://www.hostelworld.com/hosteldetails.php/YHA-London-St-Pancras/London/7010
268091,"103 Fore Street, Edmonton",No.8 at The White Horse,London,https://www.hostelworld.com/hosteldetails.php/No-8-at-The-White-Horse/London/268091
34216,"28 Bute Gardens, Hammersmith",Abercorn House,London,https://www.hostelworld.com/hosteldetails.php/Abercorn-House/London/34216
64746,"17 Longridge Road, Earls Court",Barmy Badger Backpackers,London,https://www.hostelworld.com/hosteldetails.php/Barmy-Badger-Backpackers/London/64746
14746,"86 Tanner's Hill, Deptford",Venture Hostel,London,https://www.hostelworld.com/hosteldetails.php/Venture-Hostel/London/14746
98066,"51 Grove Road, Bow",Park Villa,London,https://www.hostelworld.com/hosteldetails.php/Park-Villa/London/98066
501,"189 Greenwich High Road, Greenwich",St Christopher's Greenwich,London,https://www.hostelworld.com/hosteldetails.php/St-Christopher-s-Greenwich/London/501
39493,"73 Lambeth Walk, London",London Waterloo Hostel,London,https://www.hostelworld.com/hosteldetails.php/London-Waterloo-Hostel/London/39493
93920,Holland Walk,Safestay London Kensington Holland Park,London,https://www.hostelworld.com/hosteldetails.php/Safestay-London-Kensington-Holland-Park/London/93920
271698,"52 Wilson Street, Finsbury",St Christopher's Inn - Liverpool Street,London,https://www.hostelworld.com/hosteldetails.php/St-Christopher-s-Inn-Liverpool-Street/London/271698
29412,71 Guilford Street,Smart Russell Square Hostel,London,https://www.hostelworld.com/hosteldetails.php/Smart-Russell-Square-Hostel/London/29412
530,6a Great Dover Street,Dover Castle Hostel and Bar,London,https://www.hostelworld.com/hosteldetails.php/Dover-Castle-Hostel-and-Bar/London/530
50443,58 Bagleys Lane,Queen Elizabeth Chelsea,London,https://www.hostelworld.com/hosteldetails.php/Queen-Elizabeth-Chelsea/London/50443
506,"Belushis Bar, 13-15 Shepherds Bush Green.",St Christopher's Shepherds Bush,London,https://www.hostelworld.com/hosteldetails.php/St-Christopher-s-Shepherds-Bush/London/506
7502,"7 Bedford Place, Bloomsbury",Pickwick Hall,London,https://www.hostelworld.com/hosteldetails.php/Pickwick-Hall/London/7502
80690,"39 Chatsworth Road, London",The London Home Hostel,London,https://www.hostelworld.com/hosteldetails.php/The-London-Home-Hostel/London/80690
93902,"333 City Road, 333 City Road",Prime Backpackers Angel,London,https://www.hostelworld.com/hosteldetails.php/Prime-Backpackers-Angel/London/93902
81959,"124 Westminster Bridge Road, London",The Horse and Stables,London,https://www.hostelworld.com/hosteldetails.php/The-Horse-and-Stables/London/81959
64523,"37 Chatworth Road, London",247london Hostel and Private Rooms,London,https://www.hostelworld.com/hosteldetails.php/247london-Hostel-and-Private-Rooms/London/64523
6977,"36 Carter Lane, EC4V 5AB",YHA London St Pauls,London,https://www.hostelworld.com/hosteldetails.php/YHA-London-St-Pauls/London/6977
504,"163 Borough High Street, SE1 1HR, Southwark",St Christopher's Oasis-Female Only,London,https://www.hostelworld.com/hosteldetails.php/St-Christopher-s-Oasis-Female-Only/London/504
8069,16 Leinster Terrace W2 3EU,Smart Hyde Park View Hostel,London,https://www.hostelworld.com/hosteldetails.php/Smart-Hyde-Park-View-Hostel/London/8069
8364,"54-58 Caledonian Road, Kings Cross",Home London,London,https://www.hostelworld.com/hosteldetails.php/Home-London/London/8364
48393,"1-3 Craven Road, Paddington",Pride of Paddington,London,https://www.hostelworld.com/hosteldetails.php/Pride-of-Paddington/London/48393
515,229 Great Portland Street,International Students  House,London,https://www.hostelworld.com/hosteldetails.php/International-Students-House/London/515
79008,"16 Talbot Square, Paddington",Atlas Hostels,London,https://www.hostelworld.com/hosteldetails.php/Atlas-Hostels/London/79008
11493,"30 Chatsworth Rd., Willesden Green",Budget London Apartments,London,https://www.hostelworld.com/hosteldetails.php/Budget-London-Apartments/London/11493
60336,"102 Lavender Hill,, Battersea","PubLove @ The Crown, Battersea",London,https://www.hostelworld.com/hosteldetails.php/PubLove-The-Crown-Battersea/London/60336
63112,"1 Mill Hill Road, The Talbot Pub, W3 8JB",The Backpackshack,London,https://www.hostelworld.com/hosteldetails.php/The-Backpackshack/London/63112
271479,"13-27 Station Road, Wood Green",Green Rooms,London,https://www.hostelworld.com/hosteldetails.php/Green-Rooms/London/271479
517,"48 - 50 Inverness Terrace, Bayswater",Smart Hyde Park Inn Hostel,London,https://www.hostelworld.com/hosteldetails.php/Smart-Hyde-Park-Inn-Hostel/London/517
51118,"143 Strand, London",Strand Continental,London,https://www.hostelworld.com/hosteldetails.php/Strand-Continental/London/51118
46276,"Crystal Palace National Sports Centre, Upper Norwood",The Lodge at Crystal Palace,London,https://www.hostelworld.com/hosteldetails.php/The-Lodge-at-Crystal-Palace/London/46276
15204,323 New Cross Road,New Cross Inn Hostel,London,https://www.hostelworld.com/hosteldetails.php/New-Cross-Inn-Hostel/London/15204
21953,308 Edgware Road,"PubLove @ The Green Man, Paddington",London,https://www.hostelworld.com/hosteldetails.php/PubLove-The-Green-Man-Paddington/London/21953
596,"55\/57 Bayham Street, Camden",Smart Camden Inn Hostel,London,https://www.hostelworld.com/hosteldetails.php/Smart-Camden-Inn-Hostel/London/596
35496,"No.96 Redcliffe Gardens, Earls Court",Chelsea House Hotel,London,https://www.hostelworld.com/hosteldetails.php/Chelsea-House-Hotel/London/35496
29389,41-42 Cosser St,"PubLove @ The Steam Engine, Waterloo",London,https://www.hostelworld.com/hosteldetails.php/PubLove-The-Steam-Engine-Waterloo/London/29389
7000,"20 Salter Road, Rotherhithe,",YHA London Thameside,London,https://www.hostelworld.com/hosteldetails.php/YHA-London-Thameside/London/7000
39761,"1a Sutherland Street, Victoria","PubLove @ The White Ferry, Victoria",London,https://www.hostelworld.com/hosteldetails.php/PubLove-The-White-Ferry-Victoria/London/39761
278554,20-22 Hogarth Road,Aquarius Hotel,London,https://www.hostelworld.com/hosteldetails.php/Aquarius-Hotel/London/278554
93796,1 Starcross Street,"PubLove @ The Exmouth Arms, Euston",London,https://www.hostelworld.com/hosteldetails.php/PubLove-The-Exmouth-Arms-Euston/London/93796
80791,"33 Albion Street, Rotherhithe",The Finnish Church in London,London,https://www.hostelworld.com/hosteldetails.php/The-Finnish-Church-in-London/London/80791
61114,30 Chatsworth Road,London365 Hostel,London,https://www.hostelworld.com/hosteldetails.php/London365-Hostel/London/61114
18780,428 Woolwich Road,Antigallican Hotel,London,https://www.hostelworld.com/hosteldetails.php/Antigallican-Hotel/London/18780
4483,639 Harrow Road,Kensal Green Backpackers,London,https://www.hostelworld.com/hosteldetails.php/Kensal-Green-Backpackers/London/4483
24068,"95 Effra Road, Brixton",Hootananny Hostel,London,https://www.hostelworld.com/hosteldetails.php/Hootananny-Hostel/London/24068
90013,47 Station road,Le Junction Hostel - Pub & Garden,London,https://www.hostelworld.com/hosteldetails.php/Le-Junction-Hostel-Pub-and-Garden/London/90013
81305,1 Barkson Gardens,Barkston Rooms,London,https://www.hostelworld.com/hosteldetails.php/Barkston-Rooms/London/81305
7078,"Holland House, 53 Eccleston Square",Holland House,London,https://www.hostelworld.com/hosteldetails.php/Holland-House/London/7078
64089,"198 Kingsley Road, Heathrow",Heathrow Hostel,London,https://www.hostelworld.com/hosteldetails.php/Heathrow-Hostel/London/64089
24709,Willesden Green,ALL STAR PRIVATE STUDIOS,London,https://www.hostelworld.com/hosteldetails.php/ALL-STAR-PRIVATE-STUDIOS/London/24709
15584,"50, Acton High street, Acton",Jaeger Acton Hostel,London,https://www.hostelworld.com/hosteldetails.php/Jaeger-Acton-Hostel/London/15584
6981,"38 Bolton Gardens, SW5 0AQ",YHA London Earls Court,London,https://www.hostelworld.com/hosteldetails.php/YHA-London-Earls-Court/London/6981
72053,22 Anson Rd,Best London Hostels,London,https://www.hostelworld.com/hosteldetails.php/Best-London-Hostels/London/72053
19667,39 Chatsworth Road,Mapesbury Hostel,London,https://www.hostelworld.com/hosteldetails.php/Mapesbury-Hostel/London/19667
24750,"27-29 Longmoore Street, Victoria",Chester Hotel Victoria,London,https://www.hostelworld.com/hosteldetails.php/Chester-Hotel-Victoria/London/24750
6167,"14 Queensberry Place, South Kensington",Acacia Hostel,London,https://www.hostelworld.com/hosteldetails.php/Acacia-Hostel/London/6167
5166,"24 Ladbroke road, Notting Hill",Bowden Court,London,https://www.hostelworld.com/hosteldetails.php/Bowden-Court/London/5166
48268,1 Glenaffric Avenue,"PubLove @ The Great Eastern, Greenwich",London,https://www.hostelworld.com/hosteldetails.php/PubLove-The-Great-Eastern-Greenwich/London/48268
24900,"556, Old Bath Road, Longford, Middlesex, Heathrow",Heathrow Lodge,London,https://www.hostelworld.com/hosteldetails.php/Heathrow-Lodge/London/24900
96186,"14 Pembridge Square, Notting Hill Gate",Hotel Bluebells,London,https://www.hostelworld.com/hosteldetails.php/Hotel-Bluebells/London/96186
8505,"7 Craven Road, Paddington",Metro Hotel,London,https://www.hostelworld.com/hosteldetails.php/Metro-Hotel/London/8505
8507,"46  Norfolk Square, Paddington, W2R102",St George Hotel,London,https://www.hostelworld.com/hosteldetails.php/St-George-Hotel/London/8507
34115,"264 Northfield Avenue, London",Northfields Hostel,London,https://www.hostelworld.com/hosteldetails.php/Northfields-Hostel/London/34115
5585,"77-79 Warwick Way, Victoria",Enrico Hotel,London,https://www.hostelworld.com/hosteldetails.php/Enrico-Hotel/London/5585
84154,47 Brondesbury Park,247 London Studios,London,https://www.hostelworld.com/hosteldetails.php/247-London-Studios/London/84154
13337,"49-50 Upper Berkeley Street, Marble Arch",Marble Arch Inn,London,https://www.hostelworld.com/hosteldetails.php/Marble-Arch-Inn/London/13337
21896,"10 Hanworth Road, Feltham,Middlesex, Heathrow",The Ambassador Heathrow Hotel,London,https://www.hostelworld.com/hosteldetails.php/The-Ambassador-Heathrow-Hotel/London/21896
271903,"34 &amp; 55 Inverness Terrace, Bayswater",Hyde Park Superior Apartments,London,https://www.hostelworld.com/hosteldetails.php/Hyde-Park-Superior-Apartments/London/271903
266789,2 Aspland Grove,Kip Hotel,London,https://www.hostelworld.com/hosteldetails.php/Kip-Hotel/London/266789
14555,40 Inverness Terrace,Sandeman Allen,London,https://www.hostelworld.com/hosteldetails.php/Sandeman-Allen/London/14555
8503,"30 Norfolk Square, Hyde Park",Tony's House Hotel,London,https://www.hostelworld.com/hosteldetails.php/Tony-s-House-Hotel/London/8503
101860,"57 Inverness, Terrace, Bayswater",Dean Court,London,https://www.hostelworld.com/hosteldetails.php/Dean-Court/London/101860
5107,48 Norfolk Square,Hyde Park Court Hotel,London,https://www.hostelworld.com/hosteldetails.php/Hyde-Park-Court-Hotel/London/5107
287321,"12 Sussex Place, Paddington",Barry House,London,https://www.hostelworld.com/hosteldetails.php/Barry-House/London/287321
290938,23 Matheson Road,23 Matheson Road,London,https://www.hostelworld.com/hosteldetails.php/23-Matheson-Road/London/290938
290503,12 Selsdon Road,OneRoom,London,https://www.hostelworld.com/hosteldetails.php/OneRoom/London/290503
290937,50 Nevern Square,Paramount Hotel,London,https://www.hostelworld.com/hosteldetails.php/Paramount-Hotel/London/290937
96148,49 Brigstock Road,The Crystal Lodge Hotel,London,https://www.hostelworld.com/hosteldetails.php/The-Crystal-Lodge-Hotel/London/96148
4077,"45 - 46 Argyle Square, Kings Cross",MacDonald Hotel,London,https://www.hostelworld.com/hosteldetails.php/MacDonald-Hotel/London/4077
284176,"3-15 Wilberforce Road, Finsbury Park",Central Park Hotel,London,https://www.hostelworld.com/hosteldetails.php/Central-Park-Hotel/London/284176
34338,"19 &amp; 20 Argyle square, London",Elmwood Hotel,London,https://www.hostelworld.com/hosteldetails.php/Elmwood-Hotel/London/34338
50220,"16-22 Gunterstone Road, West Kensington",The W14 Hotel & Bar,London,https://www.hostelworld.com/hosteldetails.php/The-W14-Hotel-and-Bar/London/50220
83156,"31 Shepherds Bush Road, Hammersmith",Euro Hotel Hammersmith,London,https://www.hostelworld.com/hosteldetails.php/Euro-Hotel-Hammersmith/London/83156
267341,44 Belgrave Road,The Dover,London,https://www.hostelworld.com/hosteldetails.php/The-Dover/London/267341
89408,97 Queens Gate,Halpin House,London,https://www.hostelworld.com/hosteldetails.php/Halpin-House/London/89408
32376,"15 Penywern Road, Earls Court",London Town Hotel,London,https://www.hostelworld.com/hosteldetails.php/London-Town-Hotel/London/32376
284380,623 Sipson Road,Heathrow LHR Apartments,London,https://www.hostelworld.com/hosteldetails.php/Heathrow-LHR-Apartments/London/284380
6345,"15 Eardley Crescent, 15 Eardley Crescent",Sara Hotel,London,https://www.hostelworld.com/hosteldetails.php/Sara-Hotel/London/6345
8781,"38 Trebovir Road, Earls Court",Lord Kensington Hotel,London,https://www.hostelworld.com/hosteldetails.php/Lord-Kensington-Hotel/London/8781
30189,"89 Hounslow Road, Feltham, Middlesex",Revive Lodge,London,https://www.hostelworld.com/hosteldetails.php/Revive-Lodge/London/30189
266580,"50 Mansfield Rd, Ilford, Essex",Arinza Hotel,London,https://www.hostelworld.com/hosteldetails.php/Arinza-Hotel/London/266580
27551,"90 Belgrave Road, Victoria",City Hotel Carlton,London,https://www.hostelworld.com/hosteldetails.php/City-Hotel-Carlton/London/27551
270842,"81-83 Inverness Terrace, Bayswater",Imperial Court Suites,London,https://www.hostelworld.com/hosteldetails.php/Imperial-Court-Suites/London/270842
21368,"25 Matheson Road, Kensington",Kensington West,London,https://www.hostelworld.com/hosteldetails.php/Kensington-West/London/21368
81121,15 Argyle Street,Fairway Hotel,London,https://www.hostelworld.com/hosteldetails.php/Fairway-Hotel/London/81121
26351,"Empire Way, Wembley, Middlesex",London Wembley International Hotel,London,https://www.hostelworld.com/hosteldetails.php/London-Wembley-International-Hotel/London/26351
11708,357 - 359 Green Lanes,Beaconsfield,London,https://www.hostelworld.com/hosteldetails.php/Beaconsfield/London/11708
4399,40 Belsize Park Gardens,Belsize House,London,https://www.hostelworld.com/hosteldetails.php/Belsize-House/London/4399
19933,"204 Bedford Hill, London",Balham Lodge,London,https://www.hostelworld.com/hosteldetails.php/Balham-Lodge/London/19933
13266,94 Warwick Way,Surtees,London,https://www.hostelworld.com/hosteldetails.php/Surtees/London/13266
6252,"30 St. Georges Drive, Victoria",Hanover Hotel,London,https://www.hostelworld.com/hosteldetails.php/Hanover-Hotel/London/6252
266666,19-21 Penywern Road,Best Western Boltons London Kensington,London,https://www.hostelworld.com/hosteldetails.php/Best-Western-Boltons-London-Kensington/London/266666
268771,"9-13 Clapham Road, Oval",Belgrave Hotel London,London,https://www.hostelworld.com/hosteldetails.php/Belgrave-Hotel-London/London/268771
89407,46 Leinster Gardens,Leinster House,London,https://www.hostelworld.com/hosteldetails.php/Leinster-House/London/89407
271904,"77-79 Inverness Terrace, Bayswater",Imperial Court Studios,London,https://www.hostelworld.com/hosteldetails.php/Imperial-Court-Studios/London/271904
70632,"126 New Cross Road, London, SE14 5BA",Goddis Lodge,London,https://www.hostelworld.com/hosteldetails.php/Goddis-Lodge/London/70632
7240,"58 Courtfield Gardens, West End",Curzon House Hotel,London,https://www.hostelworld.com/hosteldetails.php/Curzon-House-Hotel/London/7240
266093,90 Highgate Hill,The Old Crown Inn,London,https://www.hostelworld.com/hosteldetails.php/The-Old-Crown-Inn/London/266093
64300,18 Jack Dimmer Close,Rowan Park Lodge,London,https://www.hostelworld.com/hosteldetails.php/Rowan-Park-Lodge/London/64300
35590,"23-25 Princes Square,Off Ilchester Gardens, Baywater",Princes Square Hotel,London,https://www.hostelworld.com/hosteldetails.php/Princes-Square-Hotel/London/35590
34048,"106\/110 Queensway, London",Royal Hyde Park Hotel,London,https://www.hostelworld.com/hosteldetails.php/Royal-Hyde-Park-Hotel/London/34048
76699,"51 Belgrave Road, Victoria",Victor Hotel,London,https://www.hostelworld.com/hosteldetails.php/Victor-Hotel/London/76699
82826,"115-117, The Ridgeway, North Chingford",Ridgeway Hotel,London,https://www.hostelworld.com/hosteldetails.php/Ridgeway-Hotel/London/82826
81486,"36 E Outram place, London",Kings Cross Guesthouse,London,https://www.hostelworld.com/hosteldetails.php/Kings-Cross-Guesthouse/London/81486
58809,"20, Hallam Street., London. W1W 6JQ. UK",Astor Court Hotel,London,https://www.hostelworld.com/hosteldetails.php/Astor-Court-Hotel/London/58809
16289,"29 St. Georges Drive, Victoria",Airways Hotel Victoria London,London,https://www.hostelworld.com/hosteldetails.php/Airways-Hotel-Victoria-London/London/16289
8267,"104 Warwick way, Victoria",Vegas Hotel,London,https://www.hostelworld.com/hosteldetails.php/Vegas-Hotel/London/8267
267890,Kentish Town Road,Access Camden,London,https://www.hostelworld.com/hosteldetails.php/Access-Camden/London/267890
274822,54 Goldhawk Road,Access Shepherd's Bush,London,https://www.hostelworld.com/hosteldetails.php/Access-Shepherd-s-Bush/London/274822
272107,"18 Dwyer House, 2 Townmead Road, Fulham",Spacious 1 Bed Apartment with River Thames Views,London,https://www.hostelworld.com/hosteldetails.php/Spacious-1-Bed-Apartment-with-River-Thames-Views/London/272107
271429,Macclesfield Road,Access City,London,https://www.hostelworld.com/hosteldetails.php/Access-City/London/271429
274828,209 North Gower Street,Access Euston,London,https://www.hostelworld.com/hosteldetails.php/Access-Euston/London/274828
266057,Burton Street,Access Bloomsbury,London,https://www.hostelworld.com/hosteldetails.php/Access-Bloomsbury/London/266057
272716,7A North End Road,Access Kensington Olympia,London,https://www.hostelworld.com/hosteldetails.php/Access-Kensington-Olympia/London/272716
274827,"31 Clifton Gardens, Maida Vale",Access Maida Vale,London,https://www.hostelworld.com/hosteldetails.php/Access-Maida-Vale/London/274827
274825,16 Longridge Road,Access Earl's Court,London,https://www.hostelworld.com/hosteldetails.php/Access-Earl-s-Court/London/274825
274824,62-66 Farringdon Rd,Access Farringdon,London,https://www.hostelworld.com/hosteldetails.php/Access-Farringdon/London/274824
274829,"2B Kilburn Park Road, Maida Vale",Access Maida Vale North,London,https://www.hostelworld.com/hosteldetails.php/Access-Maida-Vale-North/London/274829
4819,"104 Ebury Street, Victoria, Westminster",Belgravia Rooms,London,https://www.hostelworld.com/hosteldetails.php/Belgravia-Rooms/London/4819
274823,5 Praed Street,Access Paddington,London,https://www.hostelworld.com/hosteldetails.php/Access-Paddington/London/274823
89763,71 Marcia Road,Elephant Lodge,London,https://www.hostelworld.com/hosteldetails.php/Elephant-Lodge/London/89763
529,"81 Kensington Garden Square, Bayswater W2 4DJ",London House Hotel,London,https://www.hostelworld.com/hosteldetails.php/London-House-Hotel/London/529
269344,58 Great Dover Street,Accommodation London Bridge,London,https://www.hostelworld.com/hosteldetails.php/Accommodation-London-Bridge/London/269344
280374,Am Postbahnhof 4,MEININGER Berlin East Side Gallery,Berlin,https://www.hostelworld.com/hosteldetails.php/MEININGER-Berlin-East-Side-Gallery/Berlin/280374
34160,Tempelhofer Ufer 14,Grand Hostel Berlin Classic,Berlin,https://www.hostelworld.com/hosteldetails.php/Grand-Hostel-Berlin-Classic/Berlin/34160
285861,Sonnenallee 6,Grand Hostel Berlin Urban,Berlin,https://www.hostelworld.com/hosteldetails.php/Grand-Hostel-Berlin-Urban/Berlin/285861
22933,Alte Schoenhauser Strasse 2,Wombats City Hostel Berlin,Berlin,https://www.hostelworld.com/hosteldetails.php/Wombats-City-Hostel-Berlin/Berlin/22933
40697,Warschauerplatz 6-8,PLUS Berlin,Berlin,https://www.hostelworld.com/hosteldetails.php/PLUS-Berlin/Berlin/40697
11286,Schwedter Str. 7,EastSeven Berlin Hostel,Berlin,https://www.hostelworld.com/hosteldetails.php/EastSeven-Berlin-Hostel/Berlin/11286
63287,Oranienburger Strasse 65,Generator Berlin Mitte,Berlin,https://www.hostelworld.com/hosteldetails.php/Generator-Berlin-Mitte/Berlin/63287
8999,Schoenhauser Allee 176,Pfefferbett Hostel,Berlin,https://www.hostelworld.com/hosteldetails.php/Pfefferbett-Hostel/Berlin/8999
59984,Otto-Braun-Strasse 65,ONE80Âº Hostel - Alexanderplatz,Berlin,https://www.hostelworld.com/hosteldetails.php/ONE80-Hostel-Alexanderplatz/Berlin/59984
17515,Rosa-Luxemburg-Strasse 39-41,St Christopher's Berlin,Berlin,https://www.hostelworld.com/hosteldetails.php/St-Christopher-s-Berlin/Berlin/17515
5227,Johannisstr. 11,Heart of Gold Hostel,Berlin,https://www.hostelworld.com/hosteldetails.php/Heart-of-Gold-Hostel/Berlin/5227
29131,"Glinkastr. 5-7, EGI G mbH",Cityhostel Berlin,Berlin,https://www.hostelworld.com/hosteldetails.php/Cityhostel-Berlin/Berlin/29131
703,"Weinbergsweg 1a, 10119",Circus Hostel,Berlin,https://www.hostelworld.com/hosteldetails.php/Circus-Hostel/Berlin/703
732,"Helsingforser Str. 17, 10243 Berlin",Sunflower Hostel,Berlin,https://www.hostelworld.com/hosteldetails.php/Sunflower-Hostel/Berlin/732
12736,Waldenserstr. 31,Amstel House Hostel,Berlin,https://www.hostelworld.com/hosteldetails.php/Amstel-House-Hostel/Berlin/12736
24700,"Finowstrasse 36, Friedrichshain",U inn Berlin Hostel,Berlin,https://www.hostelworld.com/hosteldetails.php/U-inn-Berlin-Hostel/Berlin/24700
10594,Rosenstrasse 16,Citystay Mitte,Berlin,https://www.hostelworld.com/hosteldetails.php/Citystay-Mitte/Berlin/10594
15426,Ziegelstr. 28,Baxpax Downtown Hostel/Hotel,Berlin,https://www.hostelworld.com/hosteldetails.php/Baxpax-Downtown-Hostel-Hotel/Berlin/15426
34491,Adalbertstrasse 97,Comebackpackers,Berlin,https://www.hostelworld.com/hosteldetails.php/Comebackpackers/Berlin/34491
4827,"Novalisstr. 14,, 10115",Eastener Hostel,Berlin,https://www.hostelworld.com/hosteldetails.php/Eastener-Hostel/Berlin/4827
41421,Oranienburgerstr. 67\/68,MEININGER Berlin Mitte Humboldthaus,Berlin,https://www.hostelworld.com/hosteldetails.php/MEININGER-Berlin-Mitte-Humboldthaus/Berlin/41421
2163,Storkowerstrasse 160 (Off Landsberger Allee),Generator Hostel Prenzlauer Berg,Berlin,https://www.hostelworld.com/hosteldetails.php/Generator-Hostel-Prenzlauer-Berg/Berlin/2163
35359,"Spreewaldplatz 8, Berlin Kreuzberg",36 ROOMS Berlin Kreuzberg,Berlin,https://www.hostelworld.com/hosteldetails.php/36-ROOMS-Berlin-Kreuzberg/Berlin/35359
15093,"Stresemannstra\u00dfe 66, 10963",Three Little Pigs Hostel,Berlin,https://www.hostelworld.com/hosteldetails.php/Three-Little-Pigs-Hostel/Berlin/15093
70390,Urbanstrasse 84,The Cat's Pajamas Hostel,Berlin,https://www.hostelworld.com/hosteldetails.php/The-Cat-s-Pajamas-Hostel/Berlin/70390
14552,Weichsel Strasse 26a,Schlafmeile Hostel,Berlin,https://www.hostelworld.com/hosteldetails.php/Schlafmeile-Hostel/Berlin/14552
273176,Chausseestra\u00dfe 102,Ballhaus Berlin Hostel,Berlin,https://www.hostelworld.com/hosteldetails.php/Ballhaus-Berlin-Hostel/Berlin/273176
40694,Warschauer Strasse 43\/44,Industriepalast Hostel Berlin,Berlin,https://www.hostelworld.com/hosteldetails.php/Industriepalast-Hostel-Berlin/Berlin/40694
92627,"J\u00fclicher Str. 14, Maizuhn",Hostel'O Berlin Mitte,Berlin,https://www.hostelworld.com/hosteldetails.php/Hostel-O-Berlin-Mitte/Berlin/92627
20338,Sch\u00f6nhauser Allee 19,MEININGER Berlin Alexanderplatz,Berlin,https://www.hostelworld.com/hosteldetails.php/MEININGER-Berlin-Alexanderplatz/Berlin/20338
56659,Markgrafenstrasse 68,Check In Hostel,Berlin,https://www.hostelworld.com/hosteldetails.php/Check-In-Hostel/Berlin/56659
73719,Hallesches Ufer 30,Happy Bed Hostel - Hallesches Ufer,Berlin,https://www.hostelworld.com/hosteldetails.php/Happy-Bed-Hostel-Hallesches-Ufer/Berlin/73719
89238,L\u00fcbecker Stra\u00dfe 46,Wallyard Concept Hostel,Berlin,https://www.hostelworld.com/hosteldetails.php/Wallyard-Concept-Hostel/Berlin/89238
271414,Schlesische Stra\u00dfe 18,Die Fabrik - baxpax Hotel,Berlin,https://www.hostelworld.com/hosteldetails.php/Die-Fabrik-baxpax-Hotel/Berlin/271414
35885,Ella-Trebe-Strasse 9,MEININGER Berlin Central Station,Berlin,https://www.hostelworld.com/hosteldetails.php/MEININGER-Berlin-Central-Station/Berlin/35885
51178,Sandinostrasse 5,Sandino Worldimprovement Network,Berlin,https://www.hostelworld.com/hosteldetails.php/Sandino-Worldimprovement-Network/Berlin/51178
586,"Puecklerstr.54, Berlin - Dahlem",Jetpak Eco Lodge,Berlin,https://www.hostelworld.com/hosteldetails.php/Jetpak-Eco-Lodge/Berlin/586
57185,Saalestr. 76,2A Hostel,Berlin,https://www.hostelworld.com/hosteldetails.php/2A-Hostel/Berlin/57185
